episode,reward,steps,success,total_steps
843,0.0,73,0,47269
844,0.0,47,0,47316
845,0.0,62,0,47378
846,-1.0,120,0,47498
847,0.0,22,0,47520
848,-1.0,20,0,47540
849,0.0,55,0,47595
850,-1.0,120,0,47715
851,0.0,27,0,47742
852,0.0,3,0,47745
853,0.0,164,0,47909
854,0.0,3,0,47912
855,-1.0,60,0,47972
856,0.0,60,0,48032
857,-1.0,110,0,48142
858,0.0,54,0,48196
859,0.0,28,0,48224
860,0.0,25,0,48249
861,-1.0,240,0,48489
862,0.0,113,0,48602
863,0.0,103,0,48705
864,0.0,45,0,48750
865,0.0,31,0,48781
866,0.0,103,0,48884
867,0.0,29,0,48913
868,0.0,100,0,49013
869,0.694,102,1,49115
870,0.0,26,0,49141
871,0.0,17,0,49158
872,0.0,89,0,49247
873,-1.0,110,0,49357
874,-1.0,30,0,49387
875,0.0,100,0,49487
876,0.0,122,0,49609
877,-1.0,70,0,49679
878,-1.0,120,0,49799
879,-1.0,100,0,49899
880,0.0,3,0,49902
881,0.0,101,0,50003
882,0.0,66,0,50069
883,0.355,215,1,50284
884,-1.0,120,0,50404
885,0.0,19,0,50423
886,0.0,7,0,50430
887,0.0,9,0,50439
888,0.778,74,1,50513
889,0.0,14,0,50527
890,0.0,41,0,50568
891,0.0,119,0,50687
892,0.0,55,0,50742
893,0.0,9,0,50751
894,0.0,58,0,50809
895,0.0,7,0,50816
896,0.0,4,0,50820
897,0.0,92,0,50912
898,-1.0,170,0,51082
899,0.0,36,0,51118
900,-1.0,70,0,51188
901,-1.0,150,0,51338
902,0.0,116,0,51454
903,0.0,17,0,51471
904,0.0,14,0,51485
905,-1.0,10,0,51495
906,-1.0,80,0,51575
907,-1.0,180,0,51755
908,0.0,122,0,51877
909,0.0,8,0,51885
910,0.0,102,0,51987
911,-1.0,220,0,52207
912,0.0,17,0,52224
913,0.0,300,0,52524
914,0.0,66,0,52590
915,0.0,76,0,52666
916,-1.0,90,0,52756
917,0.0,15,0,52771
918,0.0,19,0,52790
919,0.0,175,0,52965
920,0.0,3,0,52968
921,0.0,5,0,52973
922,0.0,185,0,53158
923,-1.0,40,0,53198
924,0.0,19,0,53217
925,0.0,84,0,53301
926,0.0,300,0,53601
927,0.0,58,0,53659
928,0.0,32,0,53691
929,-1.0,110,0,53801
930,0.0,5,0,53806
931,0.0,36,0,53842
932,0.0,37,0,53879
933,0.0,28,0,53907
934,0.0,34,0,53941
935,-1.0,190,0,54131
936,-1.0,20,0,54151
937,0.0,12,0,54163
938,0.0,7,0,54170
939,0.0,19,0,54189
940,0.0,120,0,54309
941,0.0,253,0,54562
942,0.0,49,0,54611
943,0.0,19,0,54630
944,0.0,113,0,54743
945,0.0,48,0,54791
946,0.0,19,0,54810
947,0.0,43,0,54853
948,0.0,36,0,54889
949,0.0,192,0,55081
950,-1.0,190,0,55271
951,-1.0,190,0,55461
952,0.0,162,0,55623
953,0.0,35,0,55658
954,0.0,33,0,55691
955,0.0,5,0,55696
956,-1.0,180,0,55876
957,0.0,41,0,55917
958,-1.0,110,0,56027
959,-1.0,30,0,56057
960,0.0,52,0,56109
961,0.0,33,0,56142
962,0.0,182,0,56324
963,-1.0,30,0,56354
964,0.0,3,0,56357
965,-1.0,30,0,56387
966,0.0,43,0,56430
967,-1.0,180,0,56610
968,0.0,15,0,56625
969,0.0,7,0,56632
970,-1.0,10,0,56642
971,0.0,188,0,56830
972,-1.0,180,0,57010
973,0.0,27,0,57037
974,0.0,45,0,57082
975,0.0,30,0,57112
976,-1.0,170,0,57282
977,0.0,122,0,57404
978,0.0,180,0,57584
979,0.0,12,0,57596
980,0.0,194,0,57790
981,0.0,92,0,57882
982,-1.0,70,0,57952
983,0.0,36,0,57988
984,0.0,82,0,58070
985,0.0,44,0,58114
986,0.0,155,0,58269
987,0.0,11,0,58280
988,-1.0,90,0,58370
